gene	chr	start	end
RTCA-AS1	1	100251528	100266182
RTCA	1	100266160	100292769
CDC14A	1	100325629	100520277
GPR88	1	100538139	100542021
LINC01349	1	100559100	100646960
VCAM1	1	100719684	100739045
EXTL2	1	100872372	100896000
SLC30A7	1	100896061	100996260
DPH5	1	100989623	101026110
S1PR1	1	101235366	101243713
LINC01307	1	101320297	101390303
OLFM3	1	101802560	101997020
COL11A1	1	102876467	103108872
RNPC3	1	103525675	103555239
AMY2B	1	103553815	103579534
AMY2A	1	103617427	103625780
AMY1A	1	103650592	103664629
AMY1B	1	103687415	103701064
AMY1C	1	103745126	103758726
PRMT6	1	107056674	107067636
NTNG1	1	107140007	107484923
VAV3	1	107571161	107965180
VAV3-AS1	1	107964367	108076020
SLC25A24	1	108134043	108200849
HENMT1	1	108648285	108661526
PRPF38B	1	108692310	108702928
FNDC7	1	108712907	108746052
STXBP3	1	108746634	108809525
AKNAD1	1	108815898	108963484
SPATA42	1	108857160	108858529
GPSM2	1	108875350	108934545
CLCC1	1	108881885	108963527
WDR47	1	108970211	109042169
TAF13	1	109062496	109076012
TMEM167B	1	109090367	109096935
SCARNA2	1	109100193	109100612
CELSR2	1	109249539	109275751
PSRC1	1	109279545	109284107
MYBPHL	1	109292363	109307213
SORT1	1	109309568	109397967
PSMA5	1	109399042	109426471
SYPL2	1	109466542	109482134
ATXN7L2	1	109483479	109492812
CYB561D1	1	109494052	109502932
AMIGO1	1	109504178	109509738
GPR61	1	109539872	109548406
GNAI3	1	109548584	109600195
GNAT2	1	109601407	109619929
AMPD2	1	109616104	109632055
GSTM4	1	109656099	109665496
GSTM2	1	109667348	109709551
GSTM1	1	109687340	109709039
GSTM5	1	109711746	109775428
GSTM3	1	109733932	109741038
EPS8L3	1	109750078	109764062
CSF1	1	109910242	109930993
AHCYL1	1	109984765	110023742
STRIP1	1	110031577	110074641
ALX3	1	110059870	110070672
LINC01397	1	110082638	110138881
UBL4B	1	110112443	110113947
SLC6A17	1	110150494	110202202
KCNC4	1	110210314	110283100
RBM15	1	110338506	110346681
SLC16A4	1	110362848	110391082
LAMTOR5	1	110401249	110407942
PROK1	1	110451149	110457358
KCNA2	1	110519837	110631474
KCNA3	1	110653560	110674940
CD53	1	110871176	110899936
LRIF1	1	110946652	110963988
DRAM2	1	111115884	111140225
CEPT1	1	111139479	111185507
DENND2D	1	111185969	111204535
CHI3L2	1	111200771	111243440
CHIA	1	111290851	111320566
OVGP1	1	111414319	111427735
WDR77	1	111439890	111449256
C1orf162	1	111473792	111478512
TMIGD3	1	111483348	111563962
ADORA3	1	111499429	111503633
RAP1A	1	111542218	111716691
LINC01160	1	111599655	111608723
DDX20	1	111754832	111775602
KCND3	1	111770662	111989668
CTTNBP2NL	1	112396202	112463456
WNT2B	1	112466541	112530165
ST7L	1	112523487	112620825
CAPZA1	1	112619173	112671616
MOV10	1	112673141	112702383
RHOC	1	112701127	112707845
PPM1J	1	112709994	112715336
LINC01356	1	112820170	112850643
SLC16A1-AS1	1	112849483	113047059
SLC16A1	1	112911847	112957593
LRIG2	1	113073179	113132260
MAGI3	1	113390501	113685923
PHTF1	1	113696052	113759908
RSBN1	1	113761832	113812476
AP4B1-AS1	1	113812379	113901237
PTPN22	1	113813811	113871753
BCL2L15	1	113876816	113887581
AP4B1	1	113894194	113905722
DCLRE1B	1	113904403	113914086
HIPK1-AS1	1	113911900	113929551
HIPK1	1	113929324	113977869
OLFML3	1	113979024	114035572
SYT6	1	114089291	114153880
TRIM33	1	114392781	114511244
BCAS2	1	114567552	114581648
DENND2C	1	114582848	114670451
AMPD1	1	114673090	114695618
NRAS	1	114704469	114716771
CSDE1	1	114716913	114758704
SIKE1	1	114769479	114780699
SYCP1	1	114854863	114995370
TSPAN2	1	115048011	115089503
NGF	1	115285904	115338770
VANGL1	1	115641854	115698224
CASQ2	1	115698038	115837921
NHLH2	1	115836377	115843917
SLC22A15	1	115976477	116070054
MAB21L3	1	116111399	116138149
ATP1A1	1	116372668	116410261
CD58	1	116514534	116571039
IGSF3	1	116574399	116667820
CD2	1	116754370	116769229
PTGFRN	1	116909894	116990358
CD101	1	117001721	117036552
TTF2	1	117060294	117107453
TRIM45	1	117111060	117122587
VTCN1	1	117143587	117210960
LINC01525	1	117272182	117321339
MAN1A2	1	117367449	117528872
GDAP2	1	117863485	117929662
WDR3	1	117929063	117966543
SPAG17	1	117953590	118185228
TBX15	1	118883046	118989556
WARS2	1	119030284	119140673
WARS2-IT1	1	119047405	119064785
HAO2	1	119368727	119394258
HSD3B2	1	119413725	119423035
HSD3B1	1	119507198	119515054
ZNF697	1	119619377	119648454
PHGDH	1	119648411	119744227
HMGCS2	1	119747979	119769092
REG4	1	119794017	119811580
ADAM30	1	119893533	119896515
NOTCH2	1	119911553	120100779
SEC22B	1	120150898	120176520
NBPF26	1	120723945	120842229
PPIAL4A	1	120889771	120890530
LINC00623	1	120912108	121014953
FAM72B	1	121167646	121185539
SRGAP2C	1	121184811	121392874
SRGAP2-AS1	1	121360156	121398806
FAM72C	1	143955287	143971986
IGKV1OR1-1	1	144085628	144086098
PPIAL4E	1	144372875	144373634
NBPF15	1	144421390	144461676
SRGAP2B	1	144887191	145095528
FAM72D	1	145095971	145112696
PPIAL4D	1	145241415	145242174
NBPF20	1	145289900	145425603
GPR89A	1	145607982	145670980
PDZK1	1	145670848	145708148
CD160	1	145719443	145740760
RNF115	1	145738868	145824095
POLR3C	1	145823959	145844721
NUDT17	1	145845603	145848954
PIAS3	1	145848521	145859836
ANKRD35	1	145866560	145886088
ITGA10	1	145891206	145910111
PEX11B	1	145911349	145918730
RBM8A	1	145921065	145928067
LIX1L	1	145933423	145958017
ANKRD34A	1	145959441	145964575
POLR3GL	1	145964690	145978848
TXNIP	1	145992435	145996580
NBPF10	1	146064711	146229000
NBPF12	1	146938324	146996202
PRKAB2	1	147155106	147173716
FMO5	1	147175351	147243050
CHD1L	1	147242643	147295767
LINC00624	1	147258885	147517879
BCL9	1	147541501	147626216
ACP6	1	147629652	147670531
GJA5	1	147756199	147773362
GJA8	1	147902795	147909269
GPR89B	1	147928393	147993592
NBPF11	1	148102042	148152342
LINC01138	1	148254495	148529415
PPIAL4G	1	148482548	148483302
NBPF14	1	148531385	148679742
PDE4DIP	1	148808140	149048286
NBPF9	1	149052186	149103591
NBPF19	1	149475045	149556361
LINC00869	1	149558215	149705722
LINC00869	1	149655731	149669321
FCGR1A	1	149782650	149792526
BOLA1	1	149887890	149900798
SV2A	1	149903318	149918572
SF3B4	1	149923317	149927803
MTMR11	1	149928651	149937523
OTUD7B	1	149937812	150010758
VPS45	1	150067279	150145329
PLEKHO1	1	150149183	150164720
ANP32E	1	150218417	150236202
CA14	1	150257251	150265078
APH1A	1	150265399	150269580
C1orf54	1	150268034	150281735
CIART	1	150282543	150287093
MRPS21	1	150293854	150308981
PRPF3	1	150321479	150353233
RPRD2	1	150363091	150476566
TARS2	1	150487325	150507613
ECM1	1	150507989	150513789
FALEC	1	150515667	150537267
ADAMTSL4	1	150549369	150560937
MCL1	1	150560895	150579738
ENSA	1	150600851	150629612
GOLPH3L	1	150646228	150697219
HORMAD1	1	150698060	150720895
CTSS	1	150730079	150765957
CTSK	1	150794880	150809577
ARNT	1	150808617	150876771
SETDB1	1	150926263	150964744
CERS2	1	150960583	150977396
ANXA9	1	150981321	150996077
BNIPL	1	151036321	151047720
C1orf56	1	151047751	151051986
CDC42SE1	1	151050971	151070325
MLLT11	1	151057871	151069544
GABPB2	1	151070514	151125542
SEMA6C	1	151131685	151147813
TNFAIP8L2	1	151156621	151160255
SCNM1	1	151156664	151170296
LYSMD1	1	151159748	151165948
TMOD4	1	151169984	151176284
VPS72	1	151176304	151195321
PIP5K1A	1	151197949	151249538
PSMD4	1	151254709	151267479
ZNF687	1	151281502	151292180
PI4KB	1	151291792	151328394
RFX5	1	151340640	151347339
SELENBP1	1	151364302	151372716
PSMB4	1	151399556	151401941
POGZ	1	151402724	151459494
CGN	1	151510139	151538692
TUFT1	1	151540305	151583583
SNX27	1	151612006	151699091
CELF3	1	151700058	151716803
RIIAD1	1	151710433	151729805
MRPL9	1	151759647	151763496
OAZ3	1	151762899	151771334
TDRKH	1	151769799	151791416
LINGO4	1	151800264	151805419
RORC	1	151806071	151831845
C2CD4D	1	151837818	151840557
THEM5	1	151847101	151853712
THEM4	1	151870866	151909637
S100A10	1	151982903	151993859
S100A11	1	152032504	152047907
TCHHL1	1	152084141	152089064
TCHH	1	152106317	152115444
RPTN	1	152153595	152159228
HRNR	1	152212076	152224193
FLG	1	152302165	152325239
FLG2	1	152348735	152360006
CRNN	1	152409243	152414263
LCE5A	1	152510803	152512177
CRCT1	1	152514482	152516008
LCE3D	1	152579381	152580516
LCE3A	1	152622834	152623103
LINC00302	1	152655453	152656806
LCE1E	1	152786214	152788426
LCE1D	1	152796721	152798181
LCE1C	1	152804832	152806651
LCE1B	1	152811971	152813108
LCE1A	1	152827473	152828097
SMCP	1	152878322	152885047
IVL	1	152908546	152911886
LINC01527	1	152930040	152949210
SPRR4	1	152970648	152972574
SPRR1A	1	152984081	152985814
SPRR3	1	153001747	153003856
SPRR1B	1	153031203	153032900
SPRR2D	1	153039732	153041931
SPRR2A	1	153056120	153057512
SPRR2B	1	153070226	153071611
SPRR2E	1	153093135	153106184
SPRR2F	1	153112121	153113516
SPRR2G	1	153149582	153150890
LELP1	1	153203430	153205120
PRR9	1	153217584	153219310
PGLYRP3	1	153297116	153312952
PGLYRP4	1	153330120	153348841
S100A9	1	153357767	153361027
S100A12	1	153373711	153375621
S100A8	1	153390032	153391142
S100A7A	1	153416520	153423222
S100A7	1	153457744	153460651
S100A6	1	153534591	153536549
S100A5	1	153537147	153541765
S100A4	1	153543613	153550136
S100A3	1	153547329	153550151
S100A2	1	153560950	153568674
S100A16	1	153606882	153614012
S100A14	1	153614255	153616996
S100A13	1	153618612	153634442
S100A1	1	153627926	153632044
CHTOP	1	153633982	153646306
SNAPIN	1	153658696	153663930
ILF2	1	153661788	153671028
NPR1	1	153677965	153694110
INTS3	1	153728050	153774808
SLC27A3	1	153774354	153780158
GATAD2B	1	153789030	153923360
DENND4B	1	153928864	153946744
CRTC2	1	153947669	153958634
SLC39A1	1	153959099	153968667
CREB3L4	1	153963719	153974364
JTB	1	153974269	153977674
RAB13	1	153981617	153986377
RPS27	1	153990749	153992333
NUP210L	1	153992690	154155116
TPM3	1	154155308	154194648
UBAP2L	1	154220179	154271510
HAX1	1	154269393	154275882
AQP10	1	154321090	154325325
ATP8B2	1	154325520	154351307
IL6R	1	154405193	154469450
SHE	1	154469772	154502472
TDRD10	1	154502219	154548147
UBE2Q1	1	154548550	154559028
UBE2Q1-AS1	1	154553609	154555028
CHRNB2	1	154567778	154580013
ADAR	1	154581695	154628013
KCNN3	1	154697455	154870281
PMVK	1	154924732	154937008
PBXIP1	1	154944059	154956451
PYGO2	1	154957026	154963853
SHC1	1	154962284	154974395
CKS1B	1	154974641	154979251
FLAD1	1	154983338	154993111
LENEP	1	154993586	154994315
ZBTB7B	1	155002543	155018525
DCST2	1	155018520	155033781
DCST1	1	155033824	155050930
ADAM15	1	155050566	155062780
EFNA4	1	155063737	155069553
EFNA3	1	155078823	155087538
EFNA1	1	155127876	155134899
SLC50A1	1	155135344	155138857
DPM3	1	155139886	155140595
KRTCAP2	1	155169408	155173475
TRIM46	1	155173787	155184971
MUC1	1	155185824	155192916
THBS3	1	155195587	155209051
MTX1	1	155208695	155213824
SCAMP3	1	155255979	155262433
CLK2	1	155262868	155278491
HCN3	1	155277328	155289848
PKLR	1	155289293	155301438
FDPS	1	155304786	155320666
RUSC1-AS1	1	155316856	155324385
RUSC1	1	155320739	155331118
ASH1L	1	155335268	155563162
ASH1L-AS1	1	155562026	155570755
MSTO1	1	155563235	155616511
YY1AP1	1	155659446	155689334
DAP3	1	155687833	155739014
GON4L	1	155749659	155859400
SYT11	1	155859449	155885199
RIT1	1	155897808	155911408
RXFP4	1	155941638	155943087
ARHGEF2	1	155946851	156007070
SSR2	1	156009041	156020968
UBQLN4	1	156035299	156053798
LAMTOR2	1	156054738	156058510
RAB25	1	156061148	156070514
MEX3A	1	156072013	156082465
LMNA	1	156082572	156140081
SEMA4A	1	156147366	156178869
SLC25A44	1	156193932	156212796
PMF1-BGLAP	1	156212982	156243332
PMF1	1	156212989	156240423
BGLAP	1	156242184	156243317
PAQR6	1	156243320	156248117
SMG5	1	156249223	156282844
TMEM79	1	156282935	156293185
GLMP	1	156290089	156295689
VHLL	1	156298624	156299307
CCT3	1	156308960	156367873
TSACC	1	156337314	156346995
RHBG	1	156369209	156385219
MEF2D	1	156463727	156501266
IQGAP3	1	156525405	156572604
TTC24	1	156579723	156587719
GPATCH4	1	156594301	156601496
HAPLN2	1	156619331	156626361
BCAN	1	156641390	156659532
NES	1	156668763	156677407
CRABP2	1	156699597	156708094
ISG20L2	1	156720796	156728766
MRPL24	1	156737294	156741590
HDGF	1	156742109	156766925
PRCC	1	156750610	156800817
SH2D2A	1	156806235	156817014
NTRK1	1	156815636	156881850
INSRR	1	156840063	156859117
PEAR1	1	156893666	156916432
LRRC71	1	156920631	156933094
ARHGEF11	1	156934840	157046903
ETV3L	1	157092043	157117877
ETV3	1	157121191	157138474
FCRL5	1	157513377	157552515
FCRL4	1	157573747	157598085
FCRL3	1	157674321	157700901
FCRL2	1	157745733	157777269
FCRL1	1	157792249	157820183
CD5L	1	157830911	157898256
CD1D	1	158178015	158186427
CD1A	1	158254424	158258269
CD1C	1	158289923	158294774
CD1B	1	158327951	158331531
CD1E	1	158353696	158357553
SPTA1	1	158610704	158686715
OR6K2	1	158699678	158700652
OR6K3	1	158716327	158720720
MNDA	1	158831332	158849506
PYHIN1	1	158930796	158977059
IFI16	1	158999953	159055156
AIM2	1	159056129	159188222
CADM3-AS1	1	159170320	159211455
CADM3	1	159171609	159203313
ACKR1	1	159204568	159206500
FCER1A	1	159289714	159308224
APCS	1	159587826	159588865
CRP	1	159712289	159714589
DUSP23	1	159780932	159782543
FCRL6	1	159800511	159816262
SLAMF8	1	159826693	159837492
VSIG8	1	159854316	159862657
CFAP45	1	159872364	159900165
TAGLN2	1	159918107	159925525
IGSF9	1	159927039	159949468
LINC01133	1	159941373	160025027
SLAMF9	1	159951492	159954237
KCNJ10	1	159998651	160070483
PIGM	1	160024953	160031990
KCNJ9	1	160081501	160090563
IGSF8	1	160091340	160101109
ATP1A2	1	160115758	160143595
ATP1A4	1	160151586	160186980
CASQ1	1	160190385	160201886
PEA15	1	160205335	160215404
DCAF8	1	160215715	160263388
PEX19	1	160276807	160286348
COPA	1	160288594	160343566
NCSTN	1	160343294	160358957
NHLH1	1	160367071	160372846
VANGL2	1	160400564	160428678
SLAMF6	1	160485030	160523273
CD84	1	160541095	160579516
SLAMF1	1	160608100	160647044
CD48	1	160678746	160711831
SLAMF7	1	160739057	160754821
LY9	1	160796074	160828483
CD244	1	160830160	160862904
ITLN1	1	160876539	160893012
ITLN2	1	160944266	160954889
F11R	1	160995211	161023123
TSTD1	1	161037631	161038977
USF1	1	161039249	161045977
ARHGAP30	1	161046946	161069970
KLHDC9	1	161098361	161100346
PFDN2	1	161100556	161118069
NIT1	1	161118082	161125445
DEDD	1	161120973	161133280
UFC1	1	161152776	161158856
USP21	1	161159450	161165723
PPOX	1	161165837	161178013
B4GALT3	1	161171306	161178652
ADAMTS4	1	161184302	161200509
NDUFS2	1	161197104	161214723
FCER1G	1	161215234	161220699
APOA2	1	161222290	161224305
TOMM40L	1	161225939	161233754
NR1I3	1	161229666	161238262
PCP4L1	1	161258136	161285450
MPZ	1	161304735	161309968
SDHC	1	161314381	161363206
CFAP126	1	161364733	161367885
FCGR2A	1	161505415	161524013
HSPA6	1	161524540	161526894
FCGR3A	1	161541759	161550968
FCGR3B	1	161623196	161631963
FCGR2B	1	161662803	161679490
FCRLA	1	161706958	161714352
FCRLB	1	161721544	161728143
DUSP12	1	161749758	161757238
ATF6	1	161766261	161977574
OLFML2B	1	161983192	162023869
NOS1AP	1	162069691	162370475
C1orf226	1	162378841	162386812
SH2D1B	1	162395268	162412138
UHMK1	1	162497251	162529631
UAP1	1	162561481	162601259
DDR2	1	162630863	162787405
HSD17B7	1	162790702	162812823
CCDC190	1	162824458	162868957
RGS4	1	163068775	163076802
RGS5	1	163111121	163321791
NUF2	1	163266576	163355766
PBX1	1	164555584	164899296
LMX1A	1	165201867	165356715
RXRG	1	165400922	165445355
LRRC52	1	165544000	165563957
MGST3	1	165630874	165661796
ALDH9A1	1	165662216	165698597
TMCO1	1	165724293	165827755
UCK2	1	165827586	165911618
FAM78B	1	166057426	166167001
POGK	1	166839314	166860347
TADA1	1	166856510	166876360
ILDR2	1	166895711	166975540
MAEL	1	166975582	167022214
GPA33	1	167048289	167166479
LINC01363	1	167175363	167195792
POU2F1	1	167220876	167427345
CD247	1	167425027	167518640
CREG1	1	167529117	167553822
RCSD1	1	167629660	167708706
MPZL1	1	167721192	167791919
ADCY10	1	167809386	167914215
MPC2	1	167916675	167937502
DCAF6	1	167935783	168076223
GPR161	1	168079542	168137685
TIPRL	1	168178918	168202114
SFT2D2	1	168225938	168253021
TBX19	1	168280877	168314426
XCL2	1	168540768	168543997
XCL1	1	168576605	168582069
DPT	1	168695457	168729206
LINC00970	1	168695874	169103307
LINC00970	1	168763354	169103304
LINC00626	1	168784012	168792886
ATP1B1	1	169105697	169310992
NME7	1	169132531	169367948
BLZF1	1	169367970	169396540
CCDC181	1	169394870	169460669
SLC19A2	1	169463909	169485944
F5	1	169511951	169586588
SELP	1	169588421	169630193
SELL	1	169690665	169712202
SELE	1	169722640	169764705
METTL18	1	169792529	169794991
SCYL3	1	169846981	169894267
KIFAP3	1	169921326	170085208
LINC01142	1	170271395	170284427
GORAB	1	170531819	170553834
PRRX1	1	170662728	170739421
MROH9	1	170935429	171064765
FMO3	1	171085113	171118675
FMO2	1	171185249	171212686
FMO1	1	171248471	171285978
FMO4	1	171314091	171343741
PRRC2C	1	171485530	171593511
MYOC	1	171635417	171652688
VAMP4	1	171700160	171743206
METTL13	1	171781660	171814023
DNM3	1	171817887	172418466
DNM3OS	1	172138397	172144840
PIGC	1	172370189	172444148
C1orf105	1	172420685	172468831
SUCO	1	172532349	172611833
FASLG	1	172659102	172666876
TNFSF18	1	173039202	173050941
TNFSF4	1	173162645	173477583
PRDX6	1	173476814	173489064
SLC9C2	1	173500460	173603072
ANKRD45	1	173608336	173669851
KLHL20	1	173714919	173786820
CENPL	1	173799550	173824883
DARS2	1	173824540	173858808
GAS5-AS1	1	173862473	173863941
ZBTB37	1	173868082	173903547
SERPINC1	1	173903519	173917543
RC3H1	1	173931084	174022357
RABGAP1L	1	174159410	174995308
GPR52	1	174447964	174449545
CACYBP	1	174999163	175012027
MRPS14	1	175010789	175023432
TNN	1	175067509	175148075
KIAA0040	1	175156986	175193265
TNR	1	175315194	175743595
PAPPA2	1	176463171	176845601
ASTN1	1	176857302	177164973
BRINP2	1	177170890	177282422
SEC16B	1	177923956	177984303
RASAL2-AS1	1	178090677	178094444
RASAL2	1	178093768	178484147
TEX35	1	178513109	178548602
C1orf220	1	178542752	178548889
RALGPS2	1	178725165	178921842
ANGPTL1	1	178849535	178872204
FAM20B	1	179025804	179076567
TOR3A	1	179081854	179098023
ABL2	1	179099330	179229684
SOAT1	1	179293440	179358680
AXDND1	1	179365720	179554735
TDRD5	1	179591613	179691272
FAM163A	1	179743291	179817055
TOR1AIP2	1	179839967	179883034
TOR1AIP1	1	179882042	179920077
CEP350	1	179954674	180114880
QSOX1	1	180154869	180204030
LHX4	1	180230188	180278984
ACBD6	1	180269653	180502954
OVAAL	1	180509380	180566523
XPR1	1	180632016	180890279
KIAA1614	1	180912897	180951614
KIAA1614-AS1	1	180949699	180954887
STX6	1	180972712	181023121
MR1	1	181033374	181061938
IER5	1	181088700	181092900
CACNA1E	1	181317690	181813262
ZNF648	1	182054570	182061712
LINC01344	1	182071271	182330357
GLUL	1	182378098	182392206
TEDDM1	1	182398117	182400667
RGSL1	1	182409192	182560599
RNASEL	1	182573634	182589272
RGS16	1	182598623	182604394
RGS8	1	182641816	182684587
NPL	1	182789293	182831017
DHX9	1	182839302	182887982
SHCBP1L	1	182899865	182953525
LAMC1	1	183023420	183145592
LAMC2	1	183186057	183245127
NMNAT2	1	183248237	183418380
SMG7	1	183471957	183598246
NCF2	1	183554461	183593499
ARPC5	1	183620846	183635783
RGL1	1	183636085	183928532
APOBEC4	1	183646275	183653316
COLGALT2	1	183929854	184037729
TSEN15	1	184051651	184123978
C1orf21	1	184386098	184629019
EDEM3	1	184690237	184754907
RNF2	1	185044865	185102603
TRMT1L	1	185118085	185157072
SWT1	1	185156103	185291983
IVNS1ABP	1	185292931	185317780
GS1-279B7.1	1	185321157	185335081
LINC01350	1	185558371	185628944
GS1-204I12.4	1	185565552	185680908
HMCN1	1	185734391	186190949
PRG4	1	186296270	186314567
TPR	1	186311652	186375693
PDC	1	186443566	186461114
PTGS2	1	186671791	186680922
PACERR	1	186680108	186683165
PLA2G4A	1	186828949	186988986
LINC01036	1	187070700	187687674
BRINP3	1	190097658	190478404
RGS18	1	192158462	192185815
RGS1	1	192575763	192580024
RGS13	1	192636061	192660311
RGS2	1	192809039	192812275
UCHL5	1	193012246	193060080
GLRX2	1	193090866	193106114
CDC73	1	193115732	193264613
B3GALT2	1	193178730	193186613
LINC01031	1	193304745	193457751
KCNT2	1	196225779	196609225
CFH	1	196651754	196752476
CFHR3	1	196774742	196797364
CFHR1	1	196819314	196837159
CFHR4	1	196888014	196920294
CFHR5	1	196975010	197009678
F13B	1	197038737	197067260
ASPM	1	197084121	197146694
ZBTB41	1	197153682	197201449
CRB1	1	197268204	197478455
DENND1B	1	197504748	197775706
C1orf53	1	197902449	197907368
LHX9	1	197911902	197935478
NEK7	1	198156883	198322451
ATP6V1G3	1	198523222	198540945
PTPRC	1	198629900	198759346
MIR181A1HG	1	198739203	198937683
LINC01222	1	199006040	199021037
LINC01221	1	199016133	199076735
NR5A2	1	200027597	200177420
LINC00862	1	200241638	200400710
ZNF281	1	200404940	200410056
KIF14	1	200551497	200620771
DDX59	1	200623896	200670049
CAMSAP2	1	200738893	200860707
GPR25	1	200872981	200874178
KIF21B	1	200969390	201023714
CACNA1S	1	201039512	201112451
ASCL5	1	201113943	201127184
TMEM9	1	201134772	201172330
IGFN1	1	201190824	201228952
PKP1	1	201283452	201332993
TNNT2	1	201359002	201379773
LAD1	1	201380833	201399915
TNNI1	1	201403784	201429866
PHLDA3	1	201464278	201469237
CSRP1	1	201483530	201513100
NAV1	1	201538982	201826969
IPO9-AS1	1	201688259	201829559
IPO9	1	201829104	201884291
SHISA4	1	201888679	201892587
LMOD1	1	201896456	201946551
TIMM17A	1	201955476	201970664
RNPEP	1	201982372	202006147
ELF3	1	202007945	202017183
GPR37L1	1	202122886	202133592
ARL8A	1	202133404	202144743
PTPN7	1	202147012	202161588
LGR6	1	202193692	202319781
UBE2T	1	202328714	202341984
PPP1R12B	1	202348666	202592706
SYT2	1	202590596	202710526
KDM5B	1	202724495	202808487
PCAT6	1	202810827	202827227
RABIF	1	202878282	202889149
KLHL12	1	202891096	202928636
ADIPOR1	1	202940090	202958572
CYB5R1	1	202961118	202967277
TMEM183A	1	203007356	203024848
PPFIA4	1	203026491	203078740
MYOG	1	203083129	203086013
ADORA1	1	203090654	203167407
MYBPH	1	203167811	203175880
CHI3L1	1	203178931	203186796
CHIT1	1	203212827	203273641
LINC01353	1	203273221	203288994
BTG2	1	203305491	203309602
FMOD	1	203340623	203351758
PRELP	1	203475777	203491352
OPTC	1	203494121	203508949
ATP2B4	1	203626778	203744081
LAX1	1	203765177	203778175
ZBED6	1	203795623	203854124
ZC3H11A	1	203795623	203854999
SNRPE	1	203861598	203871152
LINC00303	1	204032445	204073990
SOX13	1	204073111	204127743
ETNK2	1	204131062	204152044
REN	1	204154815	204190324
KISS1	1	204190341	204196491
GOLT1A	1	204198158	204214121
PLEKHA6	1	204218851	204378214
LINC00628	1	204368431	204369719
PPP1R15B	1	204396492	204411887
PIK3C2B	1	204422628	204494805
MDM4	1	204516369	204558120
LRRN2	1	204617170	204685738
NFASC	1	204828651	205022822
CNTN2	1	205042937	205078289
TMEM81	1	205083129	205084460
RBBP5	1	205086142	205122015
DSTYK	1	205142505	205211709
TMCC2	1	205227912	205285632
NUAK2	1	205302063	205321745
KLHDC8A	1	205336061	205357324
LEMD1-AS1	1	205373219	205422954
LEMD1	1	205381378	205455954
BLACAT1	1	205434885	205457390
CDK18	1	205504561	205532976
ELK4	1	205597556	205634520
SLC45A3	1	205657851	205680990
